epoch,accuracy,loss,val_accuracy,val_loss
0,0.8937498927116394,0.3439086675643921,0.9804205894470215,0.06454813480377197
1,0.9450490474700928,0.1864485740661621,0.9832176566123962,0.05444899573922157
2,0.9537582993507385,0.1591874659061432,0.9848751425743103,0.04735032469034195
3,0.957624614238739,0.14636993408203125,0.9859801530838013,0.044306330382823944
